id_video,c1_description,c2_description,c3_description,c4_description,c5_description,c6_description,c7_description,c8_description
p_027,"The user transitions through a sequence of gestures, including a straight-fingered hand with close finger proximity and thumb pointing left, a straight-fingered hand with thumb pointing up and varying finger proximities, a bent-thumb gesture with outward palm orientation and thumb-finger contacts, a straight-fingered hand with thumb pointing left and inward palm orientation, and finally a fully bent-fingered hand with thumb-finger contacts and outward palm orientation","The sequence depicts a progression of gestures involving an open hand transitioning to a ""pinching"" motion with thumb and index finger contact, followed by a closed fist, then a series of variations with bent and straight fingers, and finally returning to an open hand with fingers spread apart","The user transitions through a sequence of gestures involving a pinching motion with the thumb and index finger while other fingers vary between bent and straight positions, followed by a fully open hand with all fingers straight, and then alternates between bent and straight configurations of specific fingers, before returning to a resting position","The user alternates between a gesture with all fingers straight, close together except for the little finger, with the thumb pointing up and the palm facing outward, and no discernible gesture","The sequence of gestures includes a right-hand ""pinching"" motion with thumb and middle finger contact (Images 1-3), transitioning to a bent-finger pose with outward palm orientation (Images 4-14), followed by a left-hand inward-facing bent-finger pose (Images 16-20), a simultaneous straight-finger right-hand and bent-finger left-hand pose (Images 21-22), a right-hand bent-thumb pose with close finger proximity (Images 30-31), and concludes with a right-hand fully bent-finger pose with thumb contact (Images 46-49)","The sequence includes no gestures initially, followed by a ""thumb and middle finger contact"" gesture on the right hand, transitioning to both hands with straight thumbs and bent middle, ring, and little fingers, alternating between inward and outward palm orientations, and ending with a left hand straightened gesture before returning to no gestures","The user performs a gesture with the right hand where all fingers are straight, the thumb points upward, the palm faces outward, and the index and middle fingers are close together while the ring and little fingers are apart, with a brief thumb flexion in the middle of the sequence, followed by no gestures","The user transitions from a gesture with the thumb straight and pointing up, the index, middle, and ring fingers bent, and the little finger alternating between bent and straight, to a gesture where the thumb points left and then down, with the little finger straight and later bent, while the palm orientation shifts from left to inward"
p_028,"The user performs a single gesture characterized by the right hand with the thumb and index finger straight and in contact, the middle, ring, and little fingers bent and apart, the thumb pointing upward, and the palm oriented outward, followed by no gestures",,"The user briefly performs a gesture with the right hand where all fingers are straight, the thumb moves leftward or backward, the index finger alternates between proximity and contact with the thumb, and the palm orientation shifts between inward and left, followed by no gestures",,,"The user performs a sequence of gestures: first, a right-hand gesture with all fingers straight and close together, thumb pointing down, and palm inward; followed by a right-hand gesture with the thumb and first two fingers straight and apart, the last two fingers bent, thumb contacting the first two fingers, and palm outward; then a right-hand gesture with all fingers bent except the straight index finger, thumb bent, and palm outward; and finally, a left-hand gesture mirroring the last right-hand gesture with the thumb bent, index finger straight, and palm inward",,
p_029,"The user performs a sequence of gestures including a ""thumbs-up"" gesture transitioning to a ""flat hand with fingers together"" gesture, followed by a ""thumbs-up"" gesture again, a ""partial fist with thumb contact on index and middle fingers,"" and finally a ""thumbs-up"" gesture with variations in finger proximity and thumb contact","The user performs a sequence of gestures starting with a ""thumb and index finger contact with straight fingers"" gesture, transitioning into a ""thumb and index finger contact with bent fingers and outward palm,"" followed by alternating between ""thumb and index finger contact with a mix of bent and straight fingers"" and ""thumb and index finger contact with all fingers bent,"" and ending with a ""thumb and index finger contact with bent fingers and left-facing palm.""","The user transitions from no gesture to extending all fingers of the right hand with the palm outward and thumb pointing up, then gradually brings the fingers closer together while maintaining the same orientation, followed by bending all fingers except the thumb and making contact between the thumb and other fingers, and finally switches to the left hand with bent fingers and thumb contact before returning to no gesture","The user transitions from an open right hand with fingers spread apart (Image 1) to a left hand with fingers straight and index-middle fingers close (Image 2), then performs a right-hand gesture with straight fingers and progressively closer finger proximity (Images 3-8), before returning to no gesture (Images 9-11)","The user performs a ""thumb bent with all other fingers straight and close together"" gesture in Images 5-6, transitions to a ""thumb and all fingers straight with varying finger spacing"" gesture in Images 15-19, and does not perform any gesture in the remaining frames","The user performs a ""thumbs up"" gesture with the right hand (Image 3), transitions to a ""straight hand with fingers spread apart"" gesture with the left hand (Images 8–15), then switches to a ""thumbs up"" gesture with the left hand (Image 24), followed by a ""fist with thumb touching bent fingers"" gesture (Images 30–32), and concludes with a ""bent fingers with thumb contact"" gesture (Images 36–39)","The user transitions from a left-hand gesture with the thumb bent and all other fingers straight and close together, to a gesture with the thumb straight, index finger straight, and the remaining fingers bent, maintaining thumb contact with the middle finger, followed by slight variations in finger proximity and palm orientation, and concludes with a backward thumb direction before returning to a resting position","The user performs no gesture initially, then transitions to a left-hand gesture with all fingers straight, thumb pointing up, palm outward, and varying finger proximities, followed by a right-hand gesture with the thumb straight, other fingers bent, thumb in contact with the index finger, and palm inward, before returning to no gesture"
p_030,"The user performs a sequence of gestures starting with a ""thumb bent with index straight and other fingers bent"" pose with varying thumb-to-finger contacts and palm orientations, transitions to a ""thumb straight with index bent and other fingers bent"" pose with the palm facing inward, and concludes with no discernible gestures","The user transitions from a closed fist with the thumb in contact with all fingers and the palm oriented leftward, to a gesture with the thumb straight, other fingers bent, no thumb-finger contact, and the palm oriented outward, with the thumb direction changing from up to down","The user performs a sequence of gestures starting with a right-hand closed fist with the thumb contacting all fingers except the little finger, followed by a gesture with the thumb and first two fingers straight while the ring and little fingers are bent, and then transitions to a bent thumb and fingers with varying straightness, before returning to a resting position","The user transitions through a sequence of gestures involving a ""thumbs-up"" with bent fingers, a closed fist with thumb contact, alternating bent and straight fingers with thumb contact, an outward-facing hand with straight fingers and no thumb contact, and finally a bent-finger outward-facing hand with no thumb contact, before returning to a resting position","The user transitions from no gesture to a right-hand pose with all fingers straight and close together, thumb pointing up, and palm inward, then moves to a bent thumb with straight fingers apart, followed by a left-hand pose with bent ring and little fingers, thumb contacting the index finger, and palm inward, then alternates between bent and straight fingers on both hands with thumb-index contact, varying palm orientations, and concludes with no gesture","The user performs a gesture with the right hand where all fingers are straight and close together, with the thumb pointing up and the palm inward, followed by a similar gesture with the thumb pointing left and the palm down, and then transitions to a gesture where the thumb and index finger make contact, the middle, ring, and little fingers are bent, and the palm is inward","The user transitions from no gesture to a ""thumbs-up"" gesture with bent fingers (except the thumb) in Image 5, alternates between straight and bent thumb positions with varying thumb-finger contacts in subsequent frames, and returns to no gesture in Image 12","The user performed a right-hand gesture with the thumb bent and other fingers straight, followed by a left-hand gesture with the thumb bent and fingers straight, transitioning to a left-hand gesture with all fingers straight and specific finger separations"
p_031,,"The user performs two distinct gestures: first, a gesture with the right hand where the thumb is straight, the index finger is bent, and the other fingers are straight with the thumb contacting the middle finger (Image 4); followed by a gesture where the thumb is straight, the index finger is straight, and the remaining fingers are bent with the thumb contacting the middle finger (Image 8)",,,"The user performs a right-hand gesture with all fingers straight and close together, followed by a left-hand gesture transitioning from a thumb-index contact with straight fingers (except a bent ring finger) to a thumb-index contact with bent middle, ring, and little fingers, and then returns to no gesture",,,"The user performs a right-hand open palm gesture with all fingers straight and apart, transitioning briefly to a left-hand gesture with a bent thumb touching the little and index fingers while the other fingers remain straight and close, before returning to the right-hand open palm gesture"
p_032,,,"The user briefly performs a gesture with the left hand where the thumb is straight and in contact with all bent fingers, with the palm oriented outward and then to the right, before returning to no gesture","The sequence includes no gestures initially, followed by a right-hand gesture with all fingers straight and close together (Image 6), a left-hand gesture with all fingers straight and close except for the ring-little fingers apart (Images 12-13), a left-hand gesture with all fingers straight and thumb contacting all fingers (Image 16), a combined gesture with both hands straight and thumb contacting some fingers (Images 17-18), a right-hand gesture with all fingers straight and thumb contacting some fingers (Image 21), a left-hand gesture with thumb bent and contacting some fingers (Image 32), a combined gesture with the left hand's thumb bent and right hand straight (Image 33), and a right-hand gesture with bent fingers and thumb contacting some fingers (Image 37)",,"The user performs a single gesture characterized by the left hand with all fingers straight, the thumb in contact with the index finger, fingers apart, the thumb pointing upward, and the palm oriented outward, followed by no gestures","The user briefly performed a left-hand gesture with all fingers straight, close together, thumb pointing upward, and palm facing outward, followed by a right-hand gesture with all fingers straight, close together, thumb pointing upward in contact with the index finger, and palm facing inward",
p_033,"The user performs a pinching gesture with the left hand (Images 2-3), transitions to a closed-finger inward-facing gesture with the right hand (Images 7-11), alternates between bent-thumb and straight-thumb variations of the same gesture (Images 9-20), and concludes with a sequence of bent-ring-and-little-finger gestures with the left hand (Images 21-24)","The user performs a sequence of gestures including a pinching motion with the right hand (Image 3), both hands open with fingers straight and palms oriented outward and inward (Image 7), a thumbs-up gesture with the right hand (Images 8-10, 15-16), a left-hand thumbs-up (Image 20), a pinching motion with the left hand (Image 23), a pinching motion with the right hand (Image 24), both hands open with fingers straight and palms oriented inward and left (Image 29), and a pinching motion with both hands (Image 30), followed by a pinching motion with the right hand (Images 31-32)","The user performs a sequence of gestures including a ""pinching"" motion with the thumb and index finger while the other fingers remain straight, transitions to a hand pose with all fingers straight and close together, followed by a gesture where fingers spread apart, and concludes with a gesture involving thumb contact with multiple fingers before returning to a resting position","The sequence of hand gestures includes a closed fist transitioning to a thumb-straight pose with varying finger flexion and proximity, followed by an open hand with straight fingers, a left-hand closed fist, and a right-hand open hand with straight fingers, ending with a right-hand bent-finger pose","The sequence of gestures includes a right-hand closed fist with thumb contacting all fingers, transitioning to a left-hand ""OK"" gesture while the right hand remains in a closed fist, followed by both hands with straight fingers and bent thumbs, then alternating between left and right hands performing ""OK"" gestures, and ending with a right-hand ""OK"" gesture","The sequence depicts a progression of gestures, starting with a right-hand ""OK"" sign transitioning to a left-hand ""OK"" sign, followed by both hands forming fists, alternating between open and closed positions, and ending with bent fingers on one or both hands in various configurations","The user performs a pinching gesture with the left hand in Image 1, transitions to a fully open right hand in Image 3, switches to a left-hand open gesture with thumb-index contact in Image 6, combines it with a right-hand closed fist gesture in Image 7, transitions to a right-hand partial fist with thumb-middle contact in Images 8-12, shifts to a right-hand bent fingers gesture with thumb-index contact in Images 13-16, and ends with a right-hand bent fingers gesture with thumb-index contact and fingers apart in Image 17","The sequence of hand gestures includes a right-hand ""OK"" gesture transitioning to a left-hand ""OK"" gesture, followed by simultaneous ""OK"" gestures with both hands, then alternating straight and bent finger configurations on both hands, and finally, both hands consistently showing bent ring and little fingers with straight other fingers"
p_034,"The user performs a sequence of gestures, including an open hand with fingers straight and varying proximities (Images 4-7, 10-17), a bent thumb with straight fingers and outward palm orientation (Images 26-42, 44-48), and a brief gesture with the thumb contacting the index and middle fingers while the ring and little fingers are bent (Image 43)","The user performs a sequence of gestures including a ""thumb and index finger contact with straight fingers"" gesture, transitions to ""bent index finger with straight thumb and other fingers,"" followed by ""bent fingers with thumb bent and palm outward,"" and concludes with ""bent fingers with thumb and index finger contact.""","The user performs a gesture with a fully bent hand and thumb contacting multiple fingers in Image 5, followed by a gesture with the thumb straight, other fingers bent, and varying proximities and thumb contacts in Images 8–12, with changes in palm orientation and finger spacing","The user performs a ""thumbs up"" gesture with the right hand (Images 5-6), transitions to a ""straight hand with fingers spread"" gesture with the left hand (Images 9-10), repeatedly performs a ""thumbs up"" gesture with the right hand (Images 11-42), transitions to a ""straight hand with fingers spread"" gesture with the right hand (Images 43-48), performs a ""thumb touching bent fingers"" gesture with the right hand (Images 53-55), and finally performs a ""thumb touching bent fingers"" gesture with the right hand again (Images 58-62)","The user performs a ""thumb bent with straight fingers gesture"" with the right hand in Images 12-13, transitions to a ""straight fingers gesture"" with alternating hands (right and left) in Images 16-29, and concludes with a ""thumb bent with straight fingers gesture"" with the right hand in Images 30-31","The user performs a sequence of gestures starting with a pinching motion involving the thumb and index/middle fingers while the other fingers remain bent, transitions to a straightened hand with fingers close together, and ends with a bent-finger pose excluding the thumb, followed by no gestures","The user transitions from no gesture to extending the index finger while bending the thumb, middle, ring, and little fingers with the palm facing outward, maintaining this pose with slight variations before returning to no gesture","The user performs a sequence of gestures involving an open hand with fingers straight and apart, transitioning to a closed fist with bent fingers and thumb contacting the index finger, alternating between these poses multiple times"
p_035,"The user transitions from no gesture to a right hand with all fingers straight and close together, then makes contact between the thumb and index finger, gradually adding contact with the middle, ring, and little fingers while maintaining straight fingers; the palm orientation shifts from inward to downward, then outward, as the fingers bend into a closed position, before returning to straight fingers and ending with a bent thumb touching the index and middle fingers","The user transitions from an open hand with fingers straight and close together (palm leftward) to a fully bent hand with thumb touching some fingers (palm outward), then alternates between a straight hand with thumb bent and a straight hand with thumb extended (palm outward), followed by a straight hand with thumb touching all fingers (palm leftward), and finally ends with a bent hand except for the thumb (palm leftward)","The user performs a sequence of gestures: first, a fully extended hand with fingers close together and the palm facing inward; then, a gesture with the thumb bent, index and other fingers straight, and the palm outward; followed by a brief resting position; and finally, a gesture with the thumb and index finger in contact, the middle finger bent, and the palm facing inward","The user transitions from no gesture to a pinching motion with the thumb contacting multiple fingers, then moves to a bent-finger pose with the thumb straight and palm outward, followed by a straight-finger pose with fingers close together, and finally returns to no gesture","The user performs a sequence of gestures starting with a straight-fingered hand with fingers close together, transitioning to a straight-fingered hand with fingers progressively spreading apart, followed by a bent-fingered hand with thumb-index contact, and ending with a bent-fingered hand with thumb-index contact and thumb pointing downward","The user transitions from a right-hand pose with all fingers straight and close together, gradually spreading the fingers apart while maintaining a straight posture, then shifts to a bent thumb making contact with other fingers, followed by all fingers bent with the thumb maintaining contact, before returning to a resting position","The user performs a sequence of gestures starting with a left-hand open palm with fingers straight and close together, transitions to a right-hand closed fist with thumb contacting all fingers, then shifts to a left-hand ""thumbs up"" gesture, followed by a left-hand ""pointing"" gesture with the index finger straight and other fingers bent, and concludes with a left-hand open palm with fingers straight and close together","The sequence depicts a transition from a left-hand ""OK"" gesture (thumb and index finger in contact, other fingers bent) to both hands open with straight fingers and outward-facing palms, followed by a right-hand ""OK"" gesture, and ending with both hands open and straight, palms facing inward"
p_036,"The user performed a ""rock"" gesture with the right hand (Image 3), transitioned to a fully closed fist with thumb contact on the index and middle fingers (Image 4), followed by a resting phase, then extended all fingers of the right hand with thumb-index and thumb-middle contact (Image 8), and finally made a closed fist with the left hand and thumb contact on the index, middle, and ring fingers (Image 9)","The user performed a ""rock"" gesture with the right hand (thumb, index, and little fingers straight, middle and ring fingers bent) in Image 2, followed by a ""pinching"" gesture (thumb in contact with bent index, middle, and ring fingers) in Image 8, and concluded with an open hand gesture (all fingers straight and close together) in Images 10 and 12","The user performs a right-hand gesture with all fingers straight and the thumb bent upward (Image 1-4), transitions to a left-hand gesture with bent fingers touching the thumb (Image 5), alternates between straight and bent finger poses on both hands (Image 6-21), and concludes with no gestures (Image 22-23)","The user transitions from no gesture to a left-hand gesture with all fingers straight, thumb pointing up, and palm oriented right, followed by a left-hand gesture with fingers straight, thumb up, and palm inward, then a two-hand gesture with both hands straight, thumbs up, left palm inward, and right palm outward, briefly bending all left-hand fingers except the thumb, and finally returns to no gesture","The user performs a right-hand gesture with a bent thumb and straight fingers pointing upward, transitioning to a left-hand gesture with straight fingers and thumb pointing upward, followed by a simultaneous two-hand gesture with both thumbs bent and fingers straight pointing upward, and concludes with a right-hand gesture with straight fingers and thumb pointing downward","The user performs a static left-hand gesture with a bent thumb and straight fingers (Images 1-2), transitions to a dynamic gesture involving thumb-ring finger contact and palm rotation (Images 3-4), returns to the initial static pose (Image 5), pauses with no gestures (Images 6-9), performs a two-handed outward-facing open palm gesture (Image 10), transitions to a one-handed left-hand bent thumb gesture while maintaining the right-hand open palm (Images 11-13), reverts to a static left-hand bent thumb gesture (Images 14-15), transitions to a dynamic left-hand gesture with bent middle and ring fingers (Image 16), and concludes with no gestures (Images 17-19)","The user performs a gesture with the right hand where all fingers are straight and close together, the thumb points upward, and the palm faces outward, followed by a transition where the ring and little fingers separate briefly before returning to a close position","The user briefly performed a ""thumbs-up"" gesture with the right hand, characterized by a bent thumb pointing upward, straightened fingers held close together, and an outward-facing palm, followed by a brief ""open hand"" gesture with all fingers straight and close together, thumb pointing upward, and palm outward"
p_037,"The user performs a sequence of gestures including a pinching motion with the thumb and index finger, transitions to a straightened hand with fingers close together, moves to a bent thumb and outward palm orientation, alternates between bent and straightened index and middle fingers with varying proximities, and concludes with a fully bent hand gesture before switching to a left-hand pose with bent fingers and outward palm orientation","The user performs a sequence of gestures: a ""rock"" gesture with the right hand (index, middle straight, ring, little bent) transitioning to a ""fist"" gesture with the left hand (all fingers straight, thumb contacting index and middle), followed by a ""pinch"" gesture with the right hand (thumb contacting index, other fingers bent), and finally a ""closed pinch"" gesture with the left hand (thumb contacting index, middle, and ring)","The user transitions from a ""thumb and index finger in contact with the little finger bent"" gesture to a ""thumb and index finger in contact with all fingers straight and apart,"" then to ""all fingers straight and close together with no thumb contact,"" and finally back to ""thumb and index finger in contact with all fingers straight and close together"" before ending the sequence","The user performs a left-hand gesture with all fingers straight except the bent little finger and thumb contacting other fingers (Image 3), a right-hand gesture with the thumb straight and other fingers bent while the thumb contacts some fingers (Image 11), a left-hand gesture with a similar configuration but thumb pointing upward (Image 12), a right-hand gesture with all fingers straight and thumb non-contacting (Images 14-44), and a final right-hand gesture with all fingers straight and close together (Image 46)","The sequence includes no gestures in the initial frames, followed by a right-hand ""OK"" gesture transitioning into a ""pinching"" motion with varying finger-thumb contacts, a left-hand ""OK"" gesture, simultaneous ""OK"" gestures with both hands, a right-hand ""fist"" gesture, and concludes with no gestures","The user transitions through a sequence of gestures, starting with a left-hand ""pinching"" motion involving thumb and index finger contact, followed by both hands forming a ""claw-like"" pose with bent fingers and palms facing each other, and ending with the right hand straightening all fingers while the left hand maintains the bent-finger pose before returning to a resting position","The user transitions through a sequence of gestures involving a right hand with a ""thumb up"" and bent middle, ring, and little fingers, followed by variations in finger proximity and thumb flexion, ending with a left hand fully extended with all fingers close and thumb contacting other fingers","The user transitions through a sequence of gestures, including a pinching motion with the right hand (thumb and index finger in contact, other fingers bent), an open hand with straight fingers and varying thumb directions, a closed hand with fingers close together and thumb bent, and a left-hand pinching motion followed by an open hand with straight fingers and backward thumb direction"
p_038,,,,"The user briefly performed a gesture with the right hand where all fingers were straight, the thumb made contact with the index, middle, and ring fingers, the little finger remained apart, the thumb pointed upward, and the palm faced outward","The user performs a fist gesture with the right hand (Image 2), transitions to a combined gesture with the right hand forming a partial fist and the left hand showing a bent middle-ring finger configuration (Image 3), and later performs an open hand gesture with the right hand, fingers straight and thumb pointing left (Image 6)",,"The user transitions from a gesture with the right hand where the thumb is straight, the index finger is straight, and the other fingers are bent with thumb contact on the bent fingers, to a gesture where the thumb is straight, the index finger is bent, and the other fingers are straight with thumb contact on all fingers, before returning to a resting position","The user briefly performed a gesture with the right hand where all fingers were straight, close together, and in contact with the thumb, with the thumb directed left and the palm oriented inward"
p_039,"The user performs a sequence of gestures including a right-hand ""OK"" gesture with the thumb in contact with all fingers and the palm outward, a right-hand open hand with fingers straight and the palm in various orientations, a left-hand ""OK"" gesture with the thumb in contact with some fingers and the palm outward, and a right-hand open hand with fingers straight and the palm inward or leftward","The user performs a sequence of gestures including a closed fist with thumb contact to some fingers, an open hand with fingers straight and varying proximities, a thumbs-up gesture, and a bent thumb with straight fingers, interspersed with periods of no gesture",,"The user briefly performed a gesture with the left hand where all fingers were straight, the thumb made contact with the index finger, the thumb pointed downward, the palm faced outward, and adjacent fingers were close together",,"The user performs a ""thumbs up"" gesture with the left hand (Images 5–12), transitions to a ""thumb touching index finger with other fingers straight"" gesture with the left hand (Image 13), briefly rests (Image 14), returns to a ""thumbs up"" gesture with the left hand (Image 15), and finally performs a ""thumb touching index and middle fingers with other fingers straight"" gesture with the right hand (Image 16)","The user performs a pinching gesture with the thumb and index finger while the other fingers remain straight, transitions to a ""V"" shape with bent ring and little fingers, then moves to a sequence of progressive finger bending with thumb contact, and finally ends with a thumbs-up gesture","The user performs a sequence of gestures involving a right hand with straight fingers transitioning between varying proximities (apart and close) and thumb contact states, followed by a left-hand gesture with a bent thumb and straight fingers in close proximity, and concludes with intermittent right-hand gestures with straight fingers, varying proximities, and thumb contact states"
p_040,"The user performs a left-hand ""thumbs down"" gesture, transitions to a right-hand ""thumbs up"" gesture with variations in finger flexion and thumb contact, followed by a resting phase, then a left-hand closed fist, another resting phase, a right-hand ""thumbs up"" gesture with slight variations, another resting phase, and finally a right-hand open palm gesture with all fingers straight and the thumb pointing backward","The user performs a gesture with a straight hand and thumb in contact with the index finger, transitions to a bent thumb with straight fingers, then pauses, and later performs a sequence of bent fingers with varying thumb-index contact and finger proximities before returning to a resting position","The user performs a sequence of gestures including an open hand with fingers straight and close together (Image 1), a fully bent hand with thumb contacting all fingers (Image 8), a straight left hand with thumb contacting all fingers (Image 23), a bent right hand with thumb contacting most fingers (Image 24), a fully bent hand with thumb contacting all fingers (Image 29), a bent hand with thumb contacting some fingers (Image 35), and ends with an open hand with fingers straight and close together (Image 36)","The user performs a thumbs-up gesture with the right hand (Image 1), transitions to a two-finger gesture with the index and middle fingers extended and close together (Images 2-3), briefly rests (Images 4-8), performs a closed fist gesture with thumb contact on all fingers (Image 9), rests again (Images 10-11), transitions to a bent-finger gesture with the little finger extended (Image 12), switches to an open hand gesture with all fingers straight (Image 13), rests (Images 14-18), performs another open hand gesture with all fingers straight (Image 19), switches to a left-hand thumbs-up gesture (Image 20), rests (Images 21-24), performs an open hand gesture with all fingers straight (Images 25-26), transitions to a straight-finger gesture with fingers apart (Image 27), and finally rests (Images 28-29)","The user performs a sequence of gestures: a right-hand open palm with fingers straight and close together, transitioning briefly to a thumb bent and touching all fingers, then returning to an open palm with fingers straight and apart, followed by a bent-finger claw-like pose, and finally a left-hand thumb bent with straight fingers and a right-hand thumb bent with straight fingers","The user performs a right-hand gesture with all fingers straight and the thumb pointing down in Image 1, transitions to a similar right-hand gesture with the thumb pointing up in Image 10, then performs a right-hand gesture with bent fingers except for the little finger in Image 15, followed by a left-hand gesture with the thumb bent and other fingers straight in Images 16-18, transitions to a two-hand gesture with the left thumb bent and the right thumb straight in Images 19-22, and finally performs a left-hand gesture with all fingers straight and the thumb pointing down in Image 30","The user performs a sequence of gestures including a brief ""pinching"" motion with the thumb and index finger (Images 1-3), followed by a resting phase (Images 4-7), a ""thumbs up"" gesture transitioning into a ""fist"" (Images 8-11), a brief ""ring finger curl"" (Image 12), another ""thumbs up"" (Image 13), a ""bent thumb with straight fingers"" gesture (Image 14), a resting phase (Images 15-20), and finally returns to an open hand with straight fingers (Image 21)","The user performs a gesture with the right hand where all fingers are straight and apart, the thumb is straight and transitions from pointing down to pointing left, and the palm orientation shifts from facing down to inward"
p_041,"The user transitions from a right-hand gesture with all fingers straight and the thumb contacting the middle finger, to a gesture where the middle, ring, and little fingers are bent with the thumb contacting multiple fingers, and finally to a gesture where the thumb is bent while maintaining contact with some fingers, before returning to a resting position","The user transitions from no gesture to a right-hand ""OK"" gesture, followed by a left-hand ""OK"" gesture, then a right-hand ""thumbs up"" gesture, a right-hand ""pinch"" gesture, a right-hand ""open palm"" gesture, and finally a right-hand ""closed fingers with thumb extended"" gesture before returning to no gesture","The user transitions from no gesture to a sequence of gestures involving a ""thumbs-up"" with bent fingers (Images 7-8), a gradual shift to a bent index finger touching the thumb (Images 9-11), a fully bent hand with thumb contact (Image 12), a straightened hand with the thumb pointing backward (Image 13), and finally a fully straightened hand with the thumb pointing downward (Image 14), before returning to no gesture","The user performs a gesture with the left hand characterized by all fingers straight, the thumb pointing upward, fingers close together, and thumb making contact with the index and little fingers while the palm is oriented to the right (Images 9-10), followed by a similar gesture with the thumb no longer in contact with the index finger and the palm orientation changing to outward (Images 17 and 19)","The user performs no gesture initially, then transitions to a left-hand ""thumbs up"" gesture with fingers spread apart, followed by a left-hand ""thumbs up"" with fingers closer together, then switches to a two-handed gesture with the left hand maintaining ""thumbs up"" and the right hand forming a ""thumbs up"" with bent index and little fingers, transitions to a left-hand ""fist"" and right-hand ""thumbs up,"" alternates between bent and straight thumb positions on the right hand, introduces a left-hand ""bent thumb"" gesture, and concludes with a right-hand ""thumbs up"" with varying finger proximities before returning to no gesture","The user performs a sequence of gestures, starting with an open right hand with all fingers straight and close together, transitioning to a bent-finger pose with thumb contact on the right hand, followed by the addition of a similar bent-finger pose on the left hand, alternating between both hands in bent-finger poses with thumb contact, and ending with a right-hand bent-finger pose with thumb contact and palm facing left","The user transitions from no gesture to a ""thumb up with bent fingers"" gesture, followed by a ""thumb bent with index straight and other fingers bent"" gesture, then alternates between these two gestures, and finally performs a ""fully straight fingers with thumb contact"" gesture before returning to no gesture",
p_042,"The user performs a left-hand gesture with the thumb and middle/ring fingers in contact while the index finger is straight and separated, followed by a right-hand gesture with all fingers straight and close together, transitioning to a palm inward position, and ending with a right-hand gesture where the thumb contacts the index and little fingers while the palm faces up","The user transitions from a right-hand thumbs-up gesture with bent fingers (Image 2) to a straightened-finger pose with varying proximities (Images 4-10), briefly switches to a left-hand straightened-finger pose with thumb contact (Image 13), and concludes with a right-hand straightened-finger pose transitioning to bent fingers with a backward thumb direction (Images 14-16)","The user transitions from no gesture to a right-hand pose with all fingers straight and the thumb contacting the other fingers except the little finger, followed by a bent-finger pose with the thumb straight and non-contacting, maintaining this bent-finger pose with variations in thumb direction and palm orientation, and finally returning to a bent-finger pose with thumb contact to the index finger",,"The user performs a sequence of gestures involving straight and bent fingers, thumb-index contact, and varying palm orientations, including a ""thumbs up"" gesture, a bent-finger pose with thumb contact on different fingers, and a straight-finger pose with close finger proximity, interspersed with resting positions",,"The user performs a sequence of gestures involving a right-hand ""OK"" gesture with fingers apart (Image 2), transitions to a ""pinching"" gesture with fingers close and thumb bent (Images 18–23), followed by a ""little finger bent"" gesture (Images 27 and 29), and concludes with a ""thumb-index contact"" gesture with fingers apart (Image 38)","The user performs a left-hand ""OK"" gesture with the thumb and index finger touching and other fingers bent (Image 7), transitions to a right-hand ""thumbs up"" gesture with all fingers straight and the thumb pointing upward (Images 13-15), then alternates between variations of straight and bent fingers with outward palm orientations (Images 16-23), and finally ends with a right-hand ""OK"" gesture with the thumb and index finger touching (Image 24)"
p_043,"The user performs a pinching gesture with the right hand (thumb in contact with the bent index finger, other fingers bent) in Image 6, transitions to a pointing gesture (index finger straight, thumb bent, other fingers bent) in Images 7, 9, and 16, and finally performs a gesture with the thumb and three fingers straight while the little finger is bent in Image 19; no gestures are performed in the remaining frames","The user performs a ""pointing"" gesture with the index finger extended and other fingers bent in Image 3, transitions to a ""thumb-middle finger contact"" gesture with the thumb straight and contacting the middle finger in Image 15, and concludes with a ""closed fist"" gesture with all fingers bent and in contact with the thumb in Image 16",,,"The user performs no gesture initially, then transitions to a ""thumb and index finger straight with other fingers bent"" gesture with the right hand, followed by a ""fully open hand with straight fingers"" gesture on both hands at different times, and concludes with a ""thumb straight and little finger contact"" gesture with the right hand","The user performed a gesture with the right hand where all fingers were straight, spread apart, with the thumb pointing left, the palm facing outward, and no contact between the thumb and other fingers, maintained consistently throughout the sequence","The user transitions through a sequence of gestures, starting with a pinching motion between the thumb and index finger, followed by a fully extended hand with fingers apart, then a fully extended hand with fingers close together, and finally a bent-finger gesture with thumb contact on multiple fingers","The user forms a closed fist with the left hand, maintaining thumb-to-index finger contact and an inward palm orientation"
